PaymentMethod,Churn,Has_Internet,Contract_Long,Contract_Short,Monthly_VeryHigh,Monthly_Medium,Monthly_Low,tenure_VeryHigh,tenure_High,tenure_Low
1,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,1,0,0,1,0,0
2,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,0,0
2,1,1,1,0,1,0,0,1,0,0
0,0,1,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,0
2,0,1,1,0,0,1,0,0,1,0
3,0,0,0,1,0,0,1,0,0,1
2,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0,1,0,0,1,0,0
3,0,1,1,0,0,1,0,1,0,0
2,0,1,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,1,0,0,1,0
0,0,0,1,0,0,0,1,0,0,0
0,0,1,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1,0,1,0
3,0,1,0,1,0,1,0,0,0,1
2,0,1,1,0,1,0,0,1,0,0
3,0,0,1,0,0,0,1,1,0,0
2,1,1,0,1,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,1
2,0,1,0,1,1,0,0,0,1,0
3,0,0,1,0,0,0,1,1,0,0
0,0,1,1,0,0,1,0,1,0,0
1,0,1,1,0,0,0,0,1,0,0
2,1,1,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,0,0
0,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,0,1,0,0,0,1
0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0
2,0,1,0,1,0,0,0,0,0,1
2,0,1,1,0,0,1,0,0,0,0
2,1,1,0,1,0,1,0,0,0,0
1,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,1,0,1,0,0
3,0,1,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,0,0
0,1,1,0,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0
1,1,1,1,0,1,0,0,1,0,0
3,0,1,1,0,0,0,0,0,1,0
2,1,1,0,1,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0
2,1,1,0,1,1,0,0,0,1,0
1,0,1,1,0,0,1,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0
2,1,1,0,1,1,0,0,0,1,0
2,1,1,1,0,0,0,0,0,1,0
1,0,0,1,0,0,0,1,0,0,0
3,0,0,0,1,0,0,1,0,0,1
3,0,0,0,1,0,0,1,0,0,1
2,0,1,0,1,0,1,0,0,0,1
3,1,0,0,1,0,0,1,0,0,1
3,0,1,1,0,1,0,0,0,1,0
0,0,1,1,0,0,1,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,1,1,0,0
3,1,0,0,1,0,0,1,0,0,1
2,1,1,0,1,0,1,0,0,0,1
0,0,1,1,0,0,1,0,0,1,0
0,1,1,1,0,1,0,0,1,0,0
2,0,1,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,1,0,0,0,0
3,0,1,0,1,0,0,1,0,0,1
0,0,0,1,0,0,0,1,1,0,0
3,0,1,1,0,0,0,1,0,1,0
2,1,1,0,1,0,0,1,0,0,1
3,1,1,0,1,0,1,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,1,0
3,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,0,0,1,0,0
1,1,1,0,1,0,1,0,0,0,1
3,0,0,1,0,0,0,1,0,0,1
1,0,1,1,0,0,0,0,1,0,0
3,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,0,0,0,0,0,0
3,0,0,1,0,0,0,1,0,0,0
2,1,1,0,1,0,0,0,0,0,0
2,0,1,0,1,0,1,0,0,1,0
3,0,1,1,0,0,1,0,1,0,0
2,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,1,0,0
2,0,0,1,0,0,0,1,1,0,0
2,1,1,0,1,0,0,0,0,0,0
2,0,0,0,1,0,0,1,0,0,0
1,0,1,0,1,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,1,0
3,0,1,0,1,0,1,0,0,0,0
2,1,1,0,1,1,0,0,0,0,0
2,1,1,0,1,1,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1
2,1,1,0,1,0,1,0,0,0,1
0,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,0,0,0,1,0
0,1,1,0,1,0,1,0,1,0,0
2,1,1,0,1,0,0,0,0,0,0
2,0,1,0,1,0,0,0,1,0,0
2,0,1,1,0,0,0,0,0,1,0
3,0,1,0,1,0,1,0,0,1,0
0,0,0,1,0,0,0,1,0,0,0
2,1,1,0,1,0,0,0,0,0,1
3,0,1,0,1,1,0,0,0,0,0
3,0,0,0,1,0,0,1,0,0,1
3,0,1,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,1,0
3,1,1,1,0,0,1,0,0,0,1
0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,1,0,0
0,0,1,1,0,0,1,0,1,0,0
0,0,1,1,0,1,0,0,1,0,0
3,0,1,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,1,0,1,0
0,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,1,0,0,0,0
1,0,1,1,0,1,0,0,0,1,0
1,0,1,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,0,0
1,0,1,0,1,0,1,0,0,0,0
2,1,1,0,1,1,0,0,0,1,0
1,0,1,1,0,0,1,0,1,0,0
2,0,1,0,1,0,0,0,0,1,0
1,0,0,1,0,0,0,1,0,1,0
3,0,0,0,1,0,0,1,0,0,1
2,0,1,1,0,1,0,0,1,0,0
2,1,1,1,0,0,0,0,0,1,0
1,1,1,1,0,1,0,0,1,0,0
1,0,1,0,1,0,0,0,0,0,1
2,0,1,0,1,0,0,0,0,0,0
3,0,0,1,0,0,0,1,0,0,0
3,0,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,0,0,0,0,1
2,1,1,0,1,0,0,1,0,0,0
2,0,1,0,1,0,1,0,0,0,1
0,0,0,1,0,0,0,1,0,1,0
2,1,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0
3,0,1,1,0,0,1,0,0,0,1
1,0,1,1,0,1,0,0,1,0,0
0,0,1,0,1,1,0,0,0,1,0
2,1,1,0,1,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,1,0
2,1,1,0,1,0,0,0,0,0,0
1,0,1,1,0,1,0,0,1,0,0
2,0,1,0,1,1,0,0,0,1,0
1,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0
3,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,1,0,0,1,0,0
1,1,1,0,1,0,0,0,0,0,0
1,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,1,0,0,0,0,0
3,0,0,1,0,0,0,1,0,1,0
2,0,1,0,1,0,0,0,0,0,0
2,0,1,1,0,1,0,0,1,0,0
2,0,1,0,1,0,0,0,0,1,0
2,1,1,0,1,0,1,0,0,0,1
3,0,0,1,0,0,0,1,0,1,0
1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,1,0
0,0,0,0,1,0,0,1,0,1,0
3,0,1,0,1,0,1,0,0,0,0
3,1,1,0,1,1,0,0,0,0,0
1,0,1,0,1,1,0,0,1,0,0
2,1,1,0,1,1,0,0,0,0,1
3,0,1,0,1,0,1,0,0,0,0
3,0,1,1,0,0,1,0,0,1,0
1,1,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,1,0,0,1
0,0,1,1,0,1,0,0,1,0,0
2,0,1,1,0,1,0,0,0,1,0
3,0,1,0,1,0,1,0,0,0,1
2,0,1,1,0,1,0,0,0,1,0
3,0,1,0,1,1,0,0,0,0,0
2,0,1,0,1,0,1,0,0,0,1
1,1,1,0,1,0,0,0,0,0,1
2,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0,1
3,0,0,0,1,0,0,1,0,0,1
3,0,1,0,1,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,1,0
2,0,1,0,1,1,0,0,0,1,0
3,0,0,0,1,0,0,1,0,1,0
1,0,1,1,0,1,0,0,0,1,0
2,1,1,0,1,1,0,0,0,0,0
2,0,1,1,0,1,0,0,0,1,0
2,1,0,0,1,0,0,1,0,0,1
2,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,0,0,0,0,0,1
1,0,1,0,1,1,0,0,0,0,0
3,0,0,1,0,0,0,1,0,1,0
2,1,1,0,1,0,0,0,0,0,1
3,0,1,0,1,0,1,0,0,0,0
1,0,1,0,1,0,0,0,0,0,1
2,0,1,0,1,0,1,0,0,0,0
3,0,1,1,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,1,0,0
0,1,1,0,1,1,0,0,0,1,0
3,0,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0
2,1,1,0,1,1,0,0,0,0,0
0,0,1,0,1,1,0,0,0,1,0
1,0,1,1,0,1,0,0,1,0,0
3,0,0,0,1,0,0,1,0,0,1
2,1,1,1,0,1,0,0,1,0,0
2,1,1,0,1,1,0,0,0,1,0
2,0,1,1,0,0,1,0,0,1,0
3,0,1,1,0,0,0,1,0,1,0
1,0,1,1,0,0,1,0,1,0,0
2,0,1,0,1,1,0,0,0,0,0
1,0,1,1,0,0,1,0,0,1,0
2,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,1,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,1
2,0,1,1,0,1,0,0,1,0,0
3,0,1,0,1,0,1,0,0,0,1
3,0,1,1,0,0,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0
3,0,0,0,1,0,0,1,0,0,1
2,1,1,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0
3,1,0,1,0,0,0,1,0,0,1
0,0,1,0,1,1,0,0,0,1,0
2,0,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,0
2,1,1,0,1,0,0,0,0,0,0
2,0,1,0,1,1,0,0,1,0,0
1,0,1,0,1,0,1,0,0,1,0
3,0,0,1,0,0,0,1,0,0,0
2,0,1,1,0,0,1,0,0,1,0
0,0,1,1,0,1,0,0,0,1,0
2,0,1,0,1,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1
0,0,1,1,0,0,1,0,1,0,0
1,0,0,1,0,0,0,1,0,1,0
0,0,1,0,1,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0
1,0,1,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,0,0,0,0,0,0
3,1,1,0,1,0,0,1,0,0,1
1,0,0,1,0,0,0,1,1,0,0
2,0,1,1,0,0,1,0,0,1,0
2,0,1,0,1,1,0,0,0,0,0
2,0,1,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,1
2,1,1,0,1,0,1,0,0,0,1
3,0,0,0,1,0,0,1,0,0,1
2,0,1,1,0,0,1,0,0,1,0
0,1,1,0,1,0,1,0,0,1,0
3,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,1,0,0,1,0,0
3,0,0,0,1,0,0,1,0,0,1
2,0,1,0,1,1,0,0,0,0,1
0,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0,0
1,1,1,0,1,1,0,0,0,0,1
2,0,0,0,1,0,0,1,0,1,0
1,0,0,0,1,0,0,1,0,0,0
2,1,1,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,0,1,0,0,0,1
0,0,1,1,0,0,0,0,1,0,0
2,0,1,1,0,0,0,0,1,0,0
2,1,1,0,1,1,0,0,0,0,1
2,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,0,0
2,0,0,1,0,0,0,1,0,1,0
2,1,1,0,1,0,1,0,0,0,1
3,0,1,0,1,0,1,0,0,1,0
0,0,1,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1,1,0,0
2,1,1,1,0,1,0,0,1,0,0
2,0,1,0,1,0,0,0,0,0,0
3,1,1,0,1,0,1,0,0,0,1
2,0,1,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,1,0
3,0,0,0,1,0,0,1,0,0,0
0,1,1,1,0,1,0,0,0,1,0
2,1,1,0,1,1,0,0,0,0,1
2,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0
3,0,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,1,0,0,1,0
2,1,1,0,1,0,0,0,0,0,1
3,0,1,0,1,0,0,1,0,0,1
2,0,1,0,1,0,1,0,0,0,1
2,1,1,0,1,1,0,0,0,0,0
2,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,1,0,1,0,0,0,0
2,0,1,0,1,1,0,0,0,0,0
2,0,1,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0
3,0,0,0,1,0,0,1,0,0,1
2,1,1,0,1,0,1,0,0,0,1
2,0,1,1,0,1,0,0,0,1,0
3,0,0,1,0,0,0,1,0,0,0
2,1,1,0,1,1,0,0,1,0,0
0,0,1,1,0,0,1,0,1,0,0
0,1,1,1,0,1,0,0,0,0,0
3,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
3,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,0,0,1,0,1,0,0
1,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1,0,1,0
2,0,1,1,0,1,0,0,0,1,0
2,0,1,0,1,0,1,0,0,0,1
2,0,0,1,0,0,0,1,1,0,0
1,0,0,0,1,0,0,1,0,0,0
1,1,1,0,1,0,0,0,0,1,0
3,0,0,0,1,0,0,1,0,0,1
0,0,0,1,0,0,0,1,1,0,0
2,1,1,0,1,0,0,0,0,0,1
2,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,1,0
0,0,0,1,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,1,0,0
2,1,1,0,1,0,0,0,0,0,1
2,0,1,1,0,1,0,0,0,1,0
2,1,1,0,1,1,0,0,0,1,0
0,1,1,0,1,0,1,0,0,0,0
1,0,1,1,0,1,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,0
1,0,1,1,0,1,0,0,1,0,0
0,1,1,0,1,0,0,0,0,0,0
3,0,0,1,0,0,0,1,0,0,0
2,0,1,1,0,1,0,0,0,1,0
1,0,1,1,0,0,1,0,0,1,0
0,0,1,1,0,1,0,0,1,0,0
2,1,1,1,0,0,0,0,1,0,0
3,0,0,0,1,0,0,1,0,1,0
0,0,1,1,0,0,1,0,1,0,0
0,0,0,1,0,0,0,1,0,1,0
3,0,0,1,0,0,0,1,0,1,0
2,0,1,0,1,0,1,0,0,0,0
2,1,1,0,1,1,0,0,0,0,0
1,0,1,1,0,0,0,0,1,0,0
0,0,1,0,1,0,0,1,0,0,1
2,1,1,0,1,0,0,0,0,1,0
3,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0,1,0,0,0,1,0
2,1,1,1,0,1,0,0,1,0,0
0,1,1,0,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0
3,0,1,0,1,0,0,0,0,0,0
2,0,1,0,1,1,0,0,0,1,0
0,0,1,1,0,0,0,0,1,0,0
2,0,1,0,1,1,0,0,0,1,0
0,1,1,0,1,0,0,0,0,0,0
1,1,1,1,0,1,0,0,0,1,0
2,0,1,0,1,0,1,0,0,0,1
2,0,1,1,0,0,1,0,1,0,0
2,0,1,1,0,0,1,0,0,0,1
0,0,0,1,0,0,0,1,0,1,0
1,0,1,1,0,0,0,1,1,0,0
1,0,1,1,0,0,0,0,1,0,0
2,1,1,0,1,0,1,0,0,0,0
3,0,0,1,0,0,0,1,0,0,1
0,0,1,1,0,0,0,0,1,0,0
3,0,0,0,1,0,0,1,0,1,0
2,0,1,0,1,1,0,0,0,1,0
3,1,1,0,1,1,0,0,0,1,0
2,1,1,0,1,0,0,0,0,1,0
3,0,1,1,0,0,1,0,1,0,0
0,1,1,0,1,0,0,0,0,0,0
2,0,1,0,1,0,0,0,1,0,0
3,0,1,0,1,0,1,0,0,0,0
3,1,1,0,1,0,0,0,0,0,1
2,1,1,0,1,0,0,0,0,0,1
3,0,1,0,1,0,0,1,0,0,0
3,0,0,1,0,0,0,1,1,0,0
3,0,0,1,0,0,0,1,0,0,1
3,1,1,0,1,0,1,0,0,0,1
2,0,1,0,1,1,0,0,0,1,0
2,0,0,0,1,0,0,1,0,1,0
1,1,1,0,1,1,0,0,0,1,0
1,0,1,1,0,0,0,0,1,0,0
2,0,0,0,1,0,0,1,0,1,0
0,0,1,0,1,1,0,0,1,0,0
2,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,1,0,0,0,1,0
0,1,1,0,1,1,0,0,0,1,0
2,0,1,0,1,0,0,0,0,0,0
3,0,0,1,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0
2,0,1,0,1,1,0,0,0,1,0
1,0,1,0,1,0,0,0,0,0,1
3,1,1,0,1,0,1,0,0,0,1
0,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,0,0,1,0,0
0,1,1,0,1,1,0,0,0,1,0
3,0,0,1,0,0,0,1,0,0,0
2,1,1,0,1,0,0,0,0,1,0
2,0,1,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,1,0,0,1
1,0,1,1,0,1,0,0,1,0,0
3,0,1,0,1,0,1,0,0,0,1
3,0,0,1,0,0,0,1,1,0,0
1,0,0,1,0,0,0,1,1,0,0
2,0,1,1,0,0,0,0,1,0,0
1,0,0,1,0,0,0,1,0,0,0
3,0,1,0,1,0,1,0,0,1,0
2,0,1,0,1,0,0,0,0,0,0
2,1,1,0,1,0,1,0,0,0,0
3,0,0,1,0,0,0,1,0,0,0
3,0,0,1,0,0,0,1,0,1,0
3,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,1,0,0,1,0,0
1,0,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,0,1,0,1,0
1,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,0,0,1,0,0,1
2,0,1,1,0,0,0,0,0,1,0
2,1,1,0,1,0,0,0,0,0,1
1,0,1,1,0,0,0,0,1,0,0
2,0,1,1,0,0,0,0,1,0,0
3,0,0,1,0,0,0,1,0,1,0
0,0,0,1,0,0,0,1,0,1,0
1,1,1,1,0,1,0,0,1,0,0
0,1,1,0,1,1,0,0,0,0,0
2,0,1,0,1,0,1,0,0,0,0
2,1,1,0,1,1,0,0,0,0,1
2,0,1,0,1,1,0,0,1,0,0
1,0,1,1,0,1,0,0,1,0,0
2,0,1,0,1,0,0,0,0,0,1
2,1,1,0,1,0,0,0,0,0,1
1,0,1,1,0,0,1,0,0,1,0
2,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0
2,0,1,1,0,0,1,0,0,1,0
0,0,1,0,1,0,1,0,0,1,0
1,0,1,1,0,0,0,0,1,0,0
3,0,0,1,0,0,0,1,0,1,0
1,0,1,0,1,0,1,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0
0,0,0,1,0,0,0,1,0,0,0
2,0,1,0,1,1,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,1
1,1,1,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,0,0,1,0
3,0,0,1,0,0,0,1,0,0,1
2,0,1,0,1,1,0,0,0,0,1
2,0,1,0,1,1,0,0,0,0,0
2,0,1,0,1,0,1,0,0,1,0
2,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,0,0
2,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,1,0,0,0,1
2,0,1,1,0,1,0,0,1,0,0
3,0,0,0,1,0,0,1,0,0,1
2,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,1,0,0,1,0,0
3,1,0,0,1,0,0,1,0,0,1
3,0,1,0,1,0,1,0,0,0,1
0,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,1,0,1,0
0,0,1,0,1,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0
0,0,1,1,0,1,0,0,0,1,0
1,0,0,1,0,0,0,1,1,0,0
0,0,1,1,0,1,0,0,1,0,0
0,1,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,1,0,1,0
2,0,1,0,1,1,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0
2,1,1,0,1,1,0,0,0,0,0
1,0,1,1,0,0,1,0,0,0,0
0,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,0,0,1,0,0
2,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,0,0
3,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,1,0
1,0,0,1,0,0,0,1,1,0,0
0,0,1,0,1,0,0,0,0,1,0
2,0,1,0,1,0,1,0,0,0,1
3,0,1,1,0,0,0,0,1,0,0
1,0,1,1,0,1,0,0,1,0,0
3,0,0,1,0,0,0,1,0,0,0
1,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,0,1,0,1,0,0
0,0,1,0,1,1,0,0,1,0,0
2,1,1,0,1,1,0,0,0,1,0
2,1,1,0,1,1,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,0,0
3,0,1,0,1,0,1,0,0,0,1
2,0,1,1,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1,1,0,0
1,0,1,0,1,0,1,0,0,0,0
1,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,1,0,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0
2,0,1,1,0,1,0,0,1,0,0
2,0,1,0,1,0,1,0,0,0,0
2,1,1,0,1,0,0,0,0,0,1
3,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0,1,0,0,1,0,0
1,1,1,0,1,0,0,0,0,1,0
0,0,1,1,0,1,0,0,0,1,0
0,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,0,0,1,0,1,0
0,1,1,0,1,0,0,0,0,0,0
3,0,1,1,0,0,1,0,0,1,0
0,0,1,0,1,0,1,0,0,1,0
0,0,0,1,0,0,0,1,1,0,0
3,0,1,1,0,1,0,0,1,0,0
3,1,1,0,1,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,1,0
0,0,0,1,0,0,0,1,0,1,0
2,1,1,0,1,1,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1
3,0,1,0,1,0,1,0,0,0,0
3,0,1,1,0,0,1,0,0,0,1
3,0,1,1,0,0,1,0,0,1,0
3,0,0,0,1,0,0,1,0,1,0
1,0,1,1,0,0,1,0,1,0,0
1,0,0,1,0,0,0,1,0,1,0
2,1,1,0,1,0,0,0,0,0,1
2,1,1,0,1,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,1,0
1,0,1,1,0,1,0,0,1,0,0
3,0,1,0,1,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,0
2,0,1,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,1,1,0,0
3,0,0,0,1,0,0,1,0,0,1
0,0,1,1,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,0,0,1,0,1,0,0
3,0,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,0,1,0,0,1,0
2,0,1,0,1,1,0,0,1,0,0
0,0,1,0,1,0,1,0,0,1,0
2,0,0,1,0,0,0,1,0,1,0
2,0,1,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,1,0,1,0
3,0,1,0,1,0,1,0,0,0,0
2,1,1,0,1,0,1,0,1,0,0
2,0,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,1,0,0,0,1
2,0,1,0,1,0,1,0,0,0,1
2,1,1,0,1,1,0,0,0,0,0
0,1,0,0,1,0,0,1,0,0,1
2,0,1,0,1,1,0,0,0,1,0
1,0,0,1,0,0,0,1,0,0,1
0,1,1,1,0,1,0,0,1,0,0
2,0,0,1,0,0,0,1,1,0,0
2,0,1,0,1,0,0,0,0,1,0
1,0,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,1,0,1,0,0
0,0,1,1,0,0,1,0,1,0,0
3,0,0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,1,1,0,0
3,0,0,1,0,0,0,1,0,1,0
2,1,1,0,1,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,1,0
2,1,1,0,1,0,0,1,0,0,1
1,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,1,0,0,0,1
3,0,0,1,0,0,0,1,0,1,0
1,1,1,0,1,0,1,0,0,1,0
1,0,1,1,0,0,1,0,1,0,0
2,1,1,0,1,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,1,0
3,0,0,1,0,0,0,1,1,0,0
3,1,1,0,1,0,1,0,0,0,1
2,0,1,0,1,0,1,0,0,1,0
3,0,0,1,0,0,0,1,0,0,1
3,0,1,1,0,0,1,0,0,0,0
2,0,1,1,0,1,0,0,0,1,0
0,0,1,1,0,1,0,0,1,0,0
2,1,1,0,1,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0
3,0,1,0,1,0,1,0,0,0,1
2,0,1,0,1,1,0,0,0,1,0
0,0,0,1,0,0,0,1,0,1,0
1,0,1,1,0,0,0,0,1,0,0
1,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,1,0,0,0,1,0
1,0,1,1,0,0,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,1
2,1,1,0,1,0,1,0,0,0,1
2,1,1,0,1,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0
3,0,1,0,1,0,1,0,0,1,0
0,1,1,0,1,1,0,0,0,1,0
0,0,1,1,0,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,1,0,1,0,0
2,1,1,0,1,0,0,0,0,0,0
0,0,1,1,0,0,1,0,0,0,0
3,0,1,0,1,0,0,1,0,0,0
2,1,0,0,1,0,0,1,0,0,1
3,1,1,0,1,0,1,0,0,0,1
1,0,1,0,1,0,1,0,0,0,1
2,0,1,0,1,0,1,0,0,0,0
2,0,1,0,1,0,1,0,0,1,0
0,0,1,1,0,0,0,0,1,0,0
2,0,1,0,1,0,1,0,0,1,0
